id,text,label
45,通过综合实验的案例学习，我对相关概念有了更清晰的认识,1
46,课程中的变量与数据类型讲得通俗易懂，课堂示例让我容易理解,1
47,课程中的条件语句讲得通俗易懂，课堂示例让我容易理解,1
48,课程中的循环结构讲得通俗易懂，课堂示例让我容易理解,1
49,课程中的数组讲得通俗易懂，课堂示例让我容易理解,1
50,课程中的函数讲得通俗易懂，课堂示例让我容易理解,1
51,课程中的指针讲得通俗易懂，课堂示例让我容易理解,1
52,课程中的结构体讲得通俗易懂，课堂示例让我容易理解,1
53,课程中的文件操作讲得通俗易懂，课堂示例让我容易理解,1
54,课程中的内存管理讲得通俗易懂，课堂示例让我容易理解,1
55,课程中的调试方法讲得通俗易懂，课堂示例让我容易理解,1
56,课程中的字符串处理讲得通俗易懂，课堂示例让我容易理解,1
57,课程中的递归讲得通俗易懂，课堂示例让我容易理解,1
58,课程中的预处理指令讲得通俗易懂，课堂示例让我容易理解,1
59,课程中的算法基础讲得通俗易懂，课堂示例让我容易理解,1
60,课程中的综合实验讲得通俗易懂，课堂示例让我容易理解,1
61,我喜欢课堂上关于变量与数据类型的讲解，我愿意继续深入学习,1
62,我喜欢课堂上关于条件语句的讲解，我愿意继续深入学习,1
63,我喜欢课堂上关于循环结构的讲解，我愿意继续深入学习,1
64,我喜欢课堂上关于数组的讲解，我愿意继续深入学习,1
65,我喜欢课堂上关于函数的讲解，我愿意继续深入学习,1
66,我喜欢课堂上关于指针的讲解，我愿意继续深入学习,1
67,我喜欢课堂上关于结构体的讲解，我愿意继续深入学习,1
68,我喜欢课堂上关于文件操作的讲解，我愿意继续深入学习,1
69,我喜欢课堂上关于内存管理的讲解，我愿意继续深入学习,1
70,我喜欢课堂上关于调试方法的讲解，我愿意继续深入学习,1
71,我喜欢课堂上关于字符串处理的讲解，我愿意继续深入学习,1
72,我喜欢课堂上关于递归的讲解，我愿意继续深入学习,1
73,我喜欢课堂上关于预处理指令的讲解，我愿意继续深入学习,1
74,我喜欢课堂上关于算法基础的讲解，我愿意继续深入学习,1
75,我喜欢课堂上关于综合实验的讲解，我愿意继续深入学习,1
76,老师会耐心说明变量与数据类型的难点，课程内容安排得比较合理,1
77,老师会耐心说明条件语句的难点，课程内容安排得比较合理,1
78,老师会耐心说明循环结构的难点，课程内容安排得比较合理,1
79,老师会耐心说明数组的难点，课程内容安排得比较合理,1
80,老师会耐心说明函数的难点，课程内容安排得比较合理,1
81,老师会耐心说明指针的难点，课程内容安排得比较合理,1
82,老师会耐心说明结构体的难点，课程内容安排得比较合理,1
83,老师会耐心说明文件操作的难点，课程内容安排得比较合理,1
84,老师会耐心说明内存管理的难点，课程内容安排得比较合理,1
85,老师会耐心说明调试方法的难点，课程内容安排得比较合理,1
86,老师会耐心说明字符串处理的难点，课程内容安排得比较合理,1
87,老师会耐心说明递归的难点，课程内容安排得比较合理,1
88,老师会耐心说明预处理指令的难点，课程内容安排得比较合理,1
89,老师会耐心说明算法基础的难点，课程内容安排得比较合理,1
90,老师会耐心说明综合实验的难点，课程内容安排得比较合理,1
91,变量与数据类型的练习题难度合适，我感觉收获很大,1
92,条件语句的练习题难度合适，我感觉收获很大,1
93,循环结构的练习题难度合适，我感觉收获很大,1
94,数组的练习题难度合适，我感觉收获很大,1
95,函数的练习题难度合适，我感觉收获很大,1
96,指针的练习题难度合适，我感觉收获很大,1
97,结构体的练习题难度合适，我感觉收获很大,1
98,文件操作的练习题难度合适，我感觉收获很大,1
99,内存管理的练习题难度合适，我感觉收获很大,1
100,调试方法的练习题难度合适，我感觉收获很大,1
101,字符串处理的练习题难度合适，我感觉收获很大,1
102,递归的练习题难度合适，我感觉收获很大,1
103,预处理指令的练习题难度合适，我感觉收获很大,1
104,算法基础的练习题难度合适，我感觉收获很大,1
105,综合实验的练习题难度合适，我感觉收获很大,1
106,这门课让我逐步掌握了变量与数据类型，答疑过程也很有帮助,1
107,这门课让我逐步掌握了条件语句，答疑过程也很有帮助,1
108,这门课让我逐步掌握了循环结构，答疑过程也很有帮助,1
109,这门课让我逐步掌握了数组，答疑过程也很有帮助,1
110,这门课让我逐步掌握了函数，答疑过程也很有帮助,1
111,这门课让我逐步掌握了指针，答疑过程也很有帮助,1
112,这门课让我逐步掌握了结构体，答疑过程也很有帮助,1
113,这门课让我逐步掌握了文件操作，答疑过程也很有帮助,1
114,这门课让我逐步掌握了内存管理，答疑过程也很有帮助,1
115,这门课让我逐步掌握了调试方法，答疑过程也很有帮助,1
116,这门课让我逐步掌握了字符串处理，答疑过程也很有帮助,1
117,这门课让我逐步掌握了递归，答疑过程也很有帮助,1
118,这门课让我逐步掌握了预处理指令，答疑过程也很有帮助,1
119,这门课让我逐步掌握了算法基础，答疑过程也很有帮助,1
120,这门课让我逐步掌握了综合实验，答疑过程也很有帮助,1
121,关于变量与数据类型的课堂演示很直观，学习体验比较愉快,1
122,关于条件语句的课堂演示很直观，学习体验比较愉快,1
123,关于循环结构的课堂演示很直观，学习体验比较愉快,1
124,关于数组的课堂演示很直观，学习体验比较愉快,1
125,关于函数的课堂演示很直观，学习体验比较愉快,1
126,关于指针的课堂演示很直观，学习体验比较愉快,1
127,关于结构体的课堂演示很直观，学习体验比较愉快,1
128,关于文件操作的课堂演示很直观，学习体验比较愉快,1
129,关于内存管理的课堂演示很直观，学习体验比较愉快,1
130,关于调试方法的课堂演示很直观，学习体验比较愉快,1
131,关于字符串处理的课堂演示很直观，学习体验比较愉快,1
132,关于递归的课堂演示很直观，学习体验比较愉快,1
133,关于预处理指令的课堂演示很直观，学习体验比较愉快,1
134,关于算法基础的课堂演示很直观，学习体验比较愉快,1
135,关于综合实验的课堂演示很直观，学习体验比较愉快,1
136,课程反馈及时解决了我在变量与数据类型上的疑问，我能够独立完成基本练习,1
137,课程反馈及时解决了我在条件语句上的疑问，我能够独立完成基本练习,1
138,课程反馈及时解决了我在循环结构上的疑问，我能够独立完成基本练习,1
139,课程反馈及时解决了我在数组上的疑问，我能够独立完成基本练习,1
140,课程反馈及时解决了我在函数上的疑问，我能够独立完成基本练习,1
141,课程反馈及时解决了我在指针上的疑问，我能够独立完成基本练习,1
142,课程反馈及时解决了我在结构体上的疑问，我能够独立完成基本练习,1
143,课程反馈及时解决了我在文件操作上的疑问，我能够独立完成基本练习,1
144,课程反馈及时解决了我在内存管理上的疑问，我能够独立完成基本练习,1
145,课程反馈及时解决了我在调试方法上的疑问，我能够独立完成基本练习,1
146,课程反馈及时解决了我在字符串处理上的疑问，我能够独立完成基本练习,1
147,课程反馈及时解决了我在递归上的疑问，我能够独立完成基本练习,1
148,课程反馈及时解决了我在预处理指令上的疑问，我能够独立完成基本练习,1
149,课程反馈及时解决了我在算法基础上的疑问，我能够独立完成基本练习,1
150,课程反馈及时解决了我在综合实验上的疑问，我能够独立完成基本练习,1
151,老师对变量与数据类型的讲解不够清楚，我很难跟上课堂进度,0
152,老师对条件语句的讲解不够清楚，我很难跟上课堂进度,0
153,老师对循环结构的讲解不够清楚，我很难跟上课堂进度,0
154,老师对数组的讲解不够清楚，我很难跟上课堂进度,0
155,老师对函数的讲解不够清楚，我很难跟上课堂进度,0
156,老师对指针的讲解不够清楚，我很难跟上课堂进度,0
157,老师对结构体的讲解不够清楚，我很难跟上课堂进度,0
158,老师对文件操作的讲解不够清楚，我很难跟上课堂进度,0
159,老师对内存管理的讲解不够清楚，我很难跟上课堂进度,0
160,老师对调试方法的讲解不够清楚，我很难跟上课堂进度,0
161,老师对字符串处理的讲解不够清楚，我很难跟上课堂进度,0
162,老师对递归的讲解不够清楚，我很难跟上课堂进度,0
163,老师对预处理指令的讲解不够清楚，我很难跟上课堂进度,0
164,老师对算法基础的讲解不够清楚，我很难跟上课堂进度,0
165,老师对综合实验的讲解不够清楚，我很难跟上课堂进度,0
166,变量与数据类型部分讲得太快，课后仍然不知道如何完成练习,0
167,条件语句部分讲得太快，课后仍然不知道如何完成练习,0
168,循环结构部分讲得太快，课后仍然不知道如何完成练习,0
169,数组部分讲得太快，课后仍然不知道如何完成练习,0
170,函数部分讲得太快，课后仍然不知道如何完成练习,0
171,指针部分讲得太快，课后仍然不知道如何完成练习,0
172,结构体部分讲得太快，课后仍然不知道如何完成练习,0
173,文件操作部分讲得太快，课后仍然不知道如何完成练习,0
174,内存管理部分讲得太快，课后仍然不知道如何完成练习,0
175,调试方法部分讲得太快，课后仍然不知道如何完成练习,0
176,字符串处理部分讲得太快，课后仍然不知道如何完成练习,0
177,递归部分讲得太快，课后仍然不知道如何完成练习,0
178,预处理指令部分讲得太快，课后仍然不知道如何完成练习,0
179,算法基础部分讲得太快，课后仍然不知道如何完成练习,0
180,综合实验部分讲得太快，课后仍然不知道如何完成练习,0
181,学习变量与数据类型时缺少足够案例，我对相关概念依然感到困惑,0
182,学习条件语句时缺少足够案例，我对相关概念依然感到困惑,0
183,学习循环结构时缺少足够案例，我对相关概念依然感到困惑,0
184,学习数组时缺少足够案例，我对相关概念依然感到困惑,0
185,学习函数时缺少足够案例，我对相关概念依然感到困惑,0
186,学习指针时缺少足够案例，我对相关概念依然感到困惑,0
187,学习结构体时缺少足够案例，我对相关概念依然感到困惑,0
188,学习文件操作时缺少足够案例，我对相关概念依然感到困惑,0
189,学习内存管理时缺少足够案例，我对相关概念依然感到困惑,0
190,学习调试方法时缺少足够案例，我对相关概念依然感到困惑,0
191,学习字符串处理时缺少足够案例，我对相关概念依然感到困惑,0
192,学习递归时缺少足够案例，我对相关概念依然感到困惑,0
193,学习预处理指令时缺少足够案例，我对相关概念依然感到困惑,0
194,学习算法基础时缺少足够案例，我对相关概念依然感到困惑,0
195,学习综合实验时缺少足够案例，我对相关概念依然感到困惑,0
196,课程中的变量与数据类型解释比较模糊，课堂示例没有帮助我理解,0
197,课程中的条件语句解释比较模糊，课堂示例没有帮助我理解,0
198,课程中的循环结构解释比较模糊，课堂示例没有帮助我理解,0
199,课程中的数组解释比较模糊，课堂示例没有帮助我理解,0
200,课程中的函数解释比较模糊，课堂示例没有帮助我理解,0
201,课程中的指针解释比较模糊，课堂示例没有帮助我理解,0
202,课程中的结构体解释比较模糊，课堂示例没有帮助我理解,0
203,课程中的文件操作解释比较模糊，课堂示例没有帮助我理解,0
204,课程中的内存管理解释比较模糊，课堂示例没有帮助我理解,0
205,课程中的调试方法解释比较模糊，课堂示例没有帮助我理解,0
206,课程中的字符串处理解释比较模糊，课堂示例没有帮助我理解,0
207,课程中的递归解释比较模糊，课堂示例没有帮助我理解,0
208,课程中的预处理指令解释比较模糊，课堂示例没有帮助我理解,0
209,课程中的算法基础解释比较模糊，课堂示例没有帮助我理解,0
210,课程中的综合实验解释比较模糊，课堂示例没有帮助我理解,0
211,我不理解课堂上关于变量与数据类型的讲解，我暂时不愿继续深入学习,0
212,我不理解课堂上关于条件语句的讲解，我暂时不愿继续深入学习,0
213,我不理解课堂上关于循环结构的讲解，我暂时不愿继续深入学习,0
214,我不理解课堂上关于数组的讲解，我暂时不愿继续深入学习,0
215,我不理解课堂上关于函数的讲解，我暂时不愿继续深入学习,0
216,我不理解课堂上关于指针的讲解，我暂时不愿继续深入学习,0
217,我不理解课堂上关于结构体的讲解，我暂时不愿继续深入学习,0
218,我不理解课堂上关于文件操作的讲解，我暂时不愿继续深入学习,0
219,我不理解课堂上关于内存管理的讲解，我暂时不愿继续深入学习,0
220,我不理解课堂上关于调试方法的讲解，我暂时不愿继续深入学习,0
221,我不理解课堂上关于字符串处理的讲解，我暂时不愿继续深入学习,0
222,我不理解课堂上关于递归的讲解，我暂时不愿继续深入学习,0
223,我不理解课堂上关于预处理指令的讲解，我暂时不愿继续深入学习,0
224,我不理解课堂上关于算法基础的讲解，我暂时不愿继续深入学习,0
225,我不理解课堂上关于综合实验的讲解，我暂时不愿继续深入学习,0
226,老师没有充分说明变量与数据类型的难点，课程内容安排不够合理,0
227,老师没有充分说明条件语句的难点，课程内容安排不够合理,0
228,老师没有充分说明循环结构的难点，课程内容安排不够合理,0
229,老师没有充分说明数组的难点，课程内容安排不够合理,0
230,老师没有充分说明函数的难点，课程内容安排不够合理,0
231,老师没有充分说明指针的难点，课程内容安排不够合理,0
232,老师没有充分说明结构体的难点，课程内容安排不够合理,0
233,老师没有充分说明文件操作的难点，课程内容安排不够合理,0
234,老师没有充分说明内存管理的难点，课程内容安排不够合理,0
235,老师没有充分说明调试方法的难点，课程内容安排不够合理,0
236,老师没有充分说明字符串处理的难点，课程内容安排不够合理,0
237,老师没有充分说明递归的难点，课程内容安排不够合理,0
238,老师没有充分说明预处理指令的难点，课程内容安排不够合理,0
239,老师没有充分说明算法基础的难点，课程内容安排不够合理,0
240,老师没有充分说明综合实验的难点，课程内容安排不够合理,0
241,变量与数据类型的练习题难度不合适，我感觉收获不多,0
242,条件语句的练习题难度不合适，我感觉收获不多,0
243,循环结构的练习题难度不合适，我感觉收获不多,0
244,数组的练习题难度不合适，我感觉收获不多,0
245,函数的练习题难度不合适，我感觉收获不多,0
246,指针的练习题难度不合适，我感觉收获不多,0
247,结构体的练习题难度不合适，我感觉收获不多,0
248,文件操作的练习题难度不合适，我感觉收获不多,0
249,内存管理的练习题难度不合适，我感觉收获不多,0
250,调试方法的练习题难度不合适，我感觉收获不多,0
251,字符串处理的练习题难度不合适，我感觉收获不多,0
252,递归的练习题难度不合适，我感觉收获不多,0
253,预处理指令的练习题难度不合适，我感觉收获不多,0
254,算法基础的练习题难度不合适，我感觉收获不多,0
255,综合实验的练习题难度不合适，我感觉收获不多,0
256,这门课没有让我掌握变量与数据类型，答疑过程也没有解决问题,0
257,这门课没有让我掌握条件语句，答疑过程也没有解决问题,0
258,这门课没有让我掌握循环结构，答疑过程也没有解决问题,0
259,这门课没有让我掌握数组，答疑过程也没有解决问题,0
260,这门课没有让我掌握函数，答疑过程也没有解决问题,0
261,这门课没有让我掌握指针，答疑过程也没有解决问题,0
262,这门课没有让我掌握结构体，答疑过程也没有解决问题,0
263,这门课没有让我掌握文件操作，答疑过程也没有解决问题,0
264,这门课没有让我掌握内存管理，答疑过程也没有解决问题,0
265,这门课没有让我掌握调试方法，答疑过程也没有解决问题,0
266,这门课没有让我掌握字符串处理，答疑过程也没有解决问题,0
267,这门课没有让我掌握递归，答疑过程也没有解决问题,0
268,这门课没有让我掌握预处理指令，答疑过程也没有解决问题,0
269,这门课没有让我掌握算法基础，答疑过程也没有解决问题,0
270,这门课没有让我掌握综合实验，答疑过程也没有解决问题,0
271,关于变量与数据类型的课堂演示不够直观，学习体验比较差,0
272,关于条件语句的课堂演示不够直观，学习体验比较差,0
273,关于循环结构的课堂演示不够直观，学习体验比较差,0
274,关于数组的课堂演示不够直观，学习体验比较差,0
275,关于函数的课堂演示不够直观，学习体验比较差,0
276,关于指针的课堂演示不够直观，学习体验比较差,0
277,关于结构体的课堂演示不够直观，学习体验比较差,0
278,关于文件操作的课堂演示不够直观，学习体验比较差,0
279,关于内存管理的课堂演示不够直观，学习体验比较差,0
280,关于调试方法的课堂演示不够直观，学习体验比较差,0
281,关于字符串处理的课堂演示不够直观，学习体验比较差,0
282,关于递归的课堂演示不够直观，学习体验比较差,0
283,关于预处理指令的课堂演示不够直观，学习体验比较差,0
284,关于算法基础的课堂演示不够直观，学习体验比较差,0
285,关于综合实验的课堂演示不够直观，学习体验比较差,0
286,课程答疑没有解决我在变量与数据类型上的疑问，我无法独立完成基本练习,0
287,课程答疑没有解决我在条件语句上的疑问，我无法独立完成基本练习,0
288,课程答疑没有解决我在循环结构上的疑问，我无法独立完成基本练习,0
289,课程答疑没有解决我在数组上的疑问，我无法独立完成基本练习,0
290,课程答疑没有解决我在函数上的疑问，我无法独立完成基本练习,0
291,课程答疑没有解决我在指针上的疑问，我无法独立完成基本练习,0
292,课程答疑没有解决我在结构体上的疑问，我无法独立完成基本练习,0
293,课程答疑没有解决我在文件操作上的疑问，我无法独立完成基本练习,0
294,课程答疑没有解决我在内存管理上的疑问，我无法独立完成基本练习,0
295,课程答疑没有解决我在调试方法上的疑问，我无法独立完成基本练习,0
296,课程答疑没有解决我在字符串处理上的疑问，我无法独立完成基本练习,0
297,课程答疑没有解决我在递归上的疑问，我无法独立完成基本练习,0
298,课程答疑没有解决我在预处理指令上的疑问，我无法独立完成基本练习,0
299,课程答疑没有解决我在算法基础上的疑问，我无法独立完成基本练习,0
300,课程答疑没有解决我在综合实验上的疑问，我无法独立完成基本练习,0
